,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,Lyrics,Avg. Words/Sentence in Song,Avg. Words/Second in Song,Chorus Lyrics,Avg. Words/Sentence in Chorus,Avg. Words/Second in Chorus
315,394,394.mp3,You Don't Own Me,Grace,You Don't Own Me,47.15,02:10,02:55,,0.0,0.0,,0.0,0.0
316,395,395.mp3,You Don't Own Me,Grace,#LOVE...heartbreak,47.15,02:10,02:55, you dont own me you dont own me woah lets go but im gerald and i can always have just what i want shes that baddest i would love to flaunt take her shopping you know yves saint laurent but nope she aint with it though all because she got her own dough boss bossed if you dont know she could never ever be a broke ho you dont own me im not just one of your many toys you dont own me dont say i cant go with other boys dont tell me what to do and dont tell me what to say please when i go out with you dont put me on display you dont own me dont try to change me in any way you dont own me dont tie me down cause id never stay dont tell me what to do and dont tell me what to say please when i go out with you dont put me on display really though honestly i get bored of basic bitches shes the baddest straight up vicious texting her asking her if shes alone and if shed sent some pictures she said no what well goddamn she said come over and see it for yourself never asking for your help independent woman she aint for the shelf no shes the one smoke with her till the weed is gone stayin up until we see the sun baddest ever i swear she do it better than ive ever seen it done never borrow she aint ever loan thats when she told me she aint never ever ever ever gonna be owned i dont tell you what to say i dont tell you what to do so just let me be myself thats all i ask of you im young and i love to be young im free and i love to be free to live my life the way i want to say and do whatever i please you dont own me,6.979166666666667,1.947674418604651, i dont tell you what to say,8.0,0.16967126193001061
317,396,396.mp3,If the Boot Fits,Granger Smith,Remington,37.13,02:10,02:45, just a small town cinderella daddy wants you back home by midnight every time were together yeah thats my dilemma i need more time with ya i wanna watch the sun rise through the pines with ya night like this wouldnt wanna miss moonlight shining on a long slow kiss you can be the one i can get lucky with if the boot fits woah diamonds in the sky lighting up those eyes like whoa youre the kind of fine that i cant deny it gets me high cross my heart hope to die pick a star make a wish yeah girl you can be my all night dancing in the headlights fairytale good as it gets if the boot fits yeah baby we can run away my carriage is a 4x4 400 horse chevrolet youre like a princess in a blue cotton dress i can be your prince if the boot fits woah diamonds in the sky lighting up those eyes like woah youre the kind of fine that i cant deny it gets me high cross my heart hope to die pick a star make a wish yeah girl you can be my all night dancing in the headlights fairytale good as it gets if the boot fits woah let me show you how a country boy treats a lady woah go ahead kick em off cuz the boot fits baby woah diamonds in the sky lighting up those eyes like woah youre the kind of fine that i cant deny it gets me high cross my heart hope to die pick a star make a wish yeah girl you can be my all night dancing in the headlights fairytale good as it gets if the boot fits whoa mmm if the boot fits whoa yeah if the boot fits,5.716981132075472,1.7719298245614035, woah,2.0,0.05386479935362241
318,397,397.mp3,Both,Gucci Mane,The Return of East Atlanta Santa,45.14,01:35,02:18, intro southside  future southside if young metro dont trust you im gon shoot you verse 1 gucci mane i got so many felonies i might cant never go to canada but drake said he gon pull some strings so let me check my calendar i just popped one of them one whatyoucallits and it boosted my stamina now im ****ing her on the banister guess i just east atlantad her im in an all red drop tarantula **** a challenger damn these hoes aint got no manners bruh wheres the manager i keep throwing rubber bandies up ho pull your panties up cause you **** like a granny **** youre just an amateur this petite philipe gon make this crooked judge try throw the book at me i look like half a million worth of heroin when she look at me but you aint gotta **** with me my nig but youre stuck with me but how you called the cops on me my nig you grew up with me hook drake i dont usually do this unless im drunk or im high but im both right now got me talking about my life i dont usually do this unless im drunk or im high but im both right now i dont usually do this unless im drunk or im high but im both right now and i need ya in my life i dont usually do this unless im drunk or im high but im both right now nan verse 2 drake yeah im both yeah i had a drink yeah i smoked yeah you think i need you but i dont just left out dubai with all my folks open water my location is remote shout out yachty but this aint a lil boat this some shit i wrote up back when i was broke see the power of the mind is not a joke man i said that i would do it and i did used to get leftovers out the fridge nobody was famous where i lived till i got it jumping at the crib took a lot to be able to give i mean hook drake i dont usually do this unless im drunk or im high but im both right now got me talking about my life i dont usually do this unless im drunk or im high but im both right now i dont usually do this unless im drunk or im high but im both right now and i need ya in my life i dont usually do this unless im drunk or im high but im both right now outro southside,7.015873015873016,2.351063829787234, but im both right now nan verse 2 drake yeah im both yeah i had a drink yeah i smoked yeah you think i need you but i dont just left out dubai with all my folks open water my location is remote shout out yachty but this aint a lil boat this some shit i wrote up back when i was broke see the power of the mind is not a joke man i said that i would do it and i did used to get leftovers out the fridge nobody was famous where i lived till i got it jumping at the crib took a lot to be able to give i mean hook drake i dont usually do this unless im drunk or im high but im both right now got me talking about my life,7.368421052631579,3.1014621178555606
319,398,398.mp3,P**** Print (feat. Kanye West),Kanye West,Everybody Looking,32.1,02:32,03:02, intro gucci mane wizop yeezy mane mike will made it verse 1 gucci mane *********** stop the comparisons im not these other artistses im gucci mane la flare my neck on that real retarded ***********t keep a towel with me cause my watch be drippin water *********** and i only featured kanye cause we both some *********** narcissists narcissistic tendencies with psychopathic pockets *********** my bank account is crazy *********** i think it needs some medicine my straight jacket givenchyenchyenchy cant even pronounce that ***********t designer jeans designer drugs just bought me a designer *********** why this *********** keep hittin my line she knowin she aint no dime and ***********t knowin i aint got no time to waste be *********** around with no nickle *********** your *********** pinchin pennies but im out here making these millions *********** dont ask me who im votin for cause i got all the presidents my *********** walk round in lingerie out there she think she elegant its an elephant in the room guess whos the *********in elephant its gucci maybach in the garage elevator in the residence my pockets bulgin bulgin pokin out just like a *********** print hook gucci mane *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print verse 2 kanye west me and guwop makin super moves makin stupid cash stack it through the roof you dont *********** with me the feelin mutual id feel the same if i drove that subaru we hit the city the old me goin oc hi friend only gonna watch that thats so weak seven times in a row i could go the whole week i could take you from the nosebleeds to the floor seats but i need that in the sauna in the bathroom at your mamas like a pornstar im a monster you a dancer on the camera in the gstring girl i want you at the concert at the condo in my bedroom in the guestroom in the restroom *********** it every room tryna see that hook gucci mane *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print nan,6.442857142857143,2.312820512820513, tryna see that hook gucci mane *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print *********** print p*********** print my pockets bulgin bulgin pokin out just like a *********** print nan,6.181818181818182,2.1183800623052957
320,399,399.mp3,Back On Road,Drake,Everybody Looking,34.12,01:18,01:50, gucci mane back on road ftdrake nan zone six  i got money that i saved then im back on road get my jewelry out the safe cause im back on road i still do these hoes the same when im back on road if you wasnt there for me when i was all alone then ***** dont expect no love when im back  im just an east atlanta ***** with a body on this belt i done had a million beefs but i aint never call for help ill take a ***** bricks and i done took a ***** reup put that pistol on your partner made him piss all on himself got your ***** so pissy drunk that she done threw up on herself fore i send her back to you she gon have guwop on her breath im the last real ***** left im on an island by myself im my only competition so im battling with myself facing prison drug addiction its like im battling with myself i done shook up all my demons now im back to myself you didnt keep it real ***** so just keep it to yourself waiting on gucci mane to call you ***** better not hold your breath  i got money that i saved then im back on road get my jewelry out the safe cause im back on road i still do these hoes the same when im back on road if you wasnt there for me when i was all alone then ***** dont expect no love when im back  these *****s faking like they happy but they mad im home im the 2k16 al capone i slap a ***** with a strap and then i throw him a hammer he be like ***** going to trial man just throw me the money cant eat cant sleep man i miss these skreets muhammad ali and these skreets miss me i went from trappin on the block to *****s trappin for me i left the trappin went to rap thought youd be happy for me and then your jealousy turned to hate and you wrote a statement on me but when they let me out the gates my ***** was waiting on me see i aint mad at you homie we aint got no beef but i aint got no rat for you i know you must love cheese  i got money that i saved then im back on road get my jewelry out the safe cause im back on road i still do these hoes the same when im back on road if you wasnt there for me when i was all alone then ***** dont expect no love when im back,8.345454545454546,3.3503649635036497, these *****s faking like they happy but they mad im home im the 2k16 al capone i slap a ***** with a strap and then i throw him a hammer he be like ***** going to trial man just throw me the money cant eat cant sleep man i miss these skreets muhammad ali and these skreets miss me i went from trappin on the block to *****s trappin for me i left the trappin went to rap thought youd be happy for me and then your jealousy turned to hate and you wrote a statement on me but when they let me out the gates my ***** was waiting on me see i aint mad at you homie we aint got no beef but i aint got no rat for you i know you must love cheese,9.928571428571429,4.073856975381008
321,401,401.mp3,Make Love,Gucci Mane,Make Love,46.13,03:34,04:18, uh gucci wanna make love love love king of the skreets and when these suckas see me they should bow to my feet and kiss the ground underneath i look down at the beef that *******t childish to me two hundred thousand to see me and its been sold out for weeks cant brush shoulders with me these stones in my choker are 2 karats apiece look like boulders to me damn who colder than me you think he colder than me you more bipolar than me you talkin crazy im tryna book beyoncé for my wedding day im the type of ***** spend a million on a wedding cake *****s hate but hesitate they hate to see ya elevate i just left out the gym im bout to take a swim and meditate woo now its time to celebrate ask me why im smilin i say cause i make two mil a day and i might take your ******* and pay her bills thats how i feel today and i just wanna ***** dont wanna chill thats how i feel today im makin money like im makin sweet love i wanna make love love love nan she say the money make her wanna make love wanna make love love love huh ayo aint talkin housewives but im in the porsche first ima scorch ya then ima torch ya then ima torture her then ima off her a million dollars for a show they make their offer go against nicki is gon cost ya cause now its ***** ya and it costs ya i rep queens where they listen to a bunch of nas im a yes and these ******* is a bunch of nahs tryna win a gunfight with a bunch of knives aight ben get off the bench and give a bunch of fives i dont see her ******* im the greatest no kendrick and no sia im the iphone you the nokia everybody know you jealous ******* its so clear tell them dumb ass ******* to play their role she see my sexy ass every time she scroll i got it in the can dough your career gon be with anna nicole with your dumbass face she aint eatin but i swear she got some bum ass taste text her man like dawg how that bum ass taste pay your rent and stay in your bum ass place oh oh you the queethe queen of this here one platinum plaque album flopped ******* where ******* where hahaha ah i took two bars off just to laugh you see silly rabbit to be the queen of rap you gotta sell records you gotta get plaques s plural like the s on my chest now sit your dumbass down you got an f on your test im makin money like im makin sweet love i wanna make love love love she say the money make her wanna make love wanna make love love love huh i love to see the money stack up hope that we dont ever ever break up up wanna make love love love nan,7.027027027027027,1.9402985074626866, im makin money like im makin sweet love i wanna make love love love she say the money make her wanna make love wanna make love love love huh i love to see the money stack up hope that we dont ever ever break up up wanna make love love love nan,6.625,1.148926945588554
322,402,402.mp3,Hollaback Girl,Gwen Stefani,Love Angel Music Baby Deluxe,39.12,05:13,05:50,,0.0,0.0,,0.0,0.0
323,403,403.mp3,Want You Back,HAIM,Want You Back,37.13,02:50,03:25, some things are long forgotten some things were never said we were on one endless road but i had a wandering heart i said we were opposite lovers said it from the beginning you kept trying to prove me wrong said youd always see it through and i know that i ran you down so you ran away with your heart but just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you nan i know its hard to hear it and it may never be enough but dont take it out on me now cause i blame it all on myself and i had a fear of forgiveness said it from the beginning i was too proud to say i was wrong said youd always see me through all that time is gone no more fearing control im ready for the both of us now so just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back just know that i want you just know that i want you back just know that i want you just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back baby just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you baby just know that i want you back just know that i want you just know that i want you back just know that i want you just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back baby just know that i want you just know that i want you back baby ill take the fall and the fault in us ill give you all the love i never gave before i left you nan,7.652777777777778,2.3852813852813854, just know that i want you back just know that i want you back just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you baby just know that i want you back just know that i want you just know that i want you back just know that i want you just know that i want you ill take the fall and the fault in us ill give you all the love i never gave before i left you just know that i want you back baby just know that i want you,8.0,3.0164287638028546
324,404,404.mp3,Starving,Grey,Starving,13.07,02:29,02:40, you know just what to say things that scare me i should just walk away but i cant move my feet the more that i know you the more i want to something inside mes changed i was so much younger yesterday nan i didnt know that i was starving till i tasted you dont need no butterflies when you give me the whole damn zoo by the way right away you do things to my body and i didnt know that i was starving till i tasted you nan by the way right away you do things to my body i didnt know that i was starving till i tasted you you know just how to make my heart beat faster emotional earthquake bring on disaster you hit me head on got me weak in my knees yeah something inside mes changed i was so much younger yesterday nan so much younger yesterday nan i didnt know that i was starving till i tasted you dont need no butterflies when you give me the whole damn zoo by the way right away you do things to my body i didnt know that i was starving till i tasted you nan by the way right away you do things to my body i didnt know that i was starving till i tasted you you you yeah till i tasted you nan by the way right away you do things to my body i didnt know that i was starving till i tasted you nan the more that i know you the more i want to something inside mes changed i was so much younger yesterday nan,6.295454545454546,1.4656084656084656, by the way right away you do things to my body i didnt know that i was starving till i tasted you nan,8.0,1.836266258607498
325,405,405.mp3,Most Girls,Hailee Steinfeld,Most Girls,23.09,02:44,03:05, some girls feel best in their tiny dresses some girls in nothin but sweatpants looking like a princess some girls kiss new lips every single night theyre stayin out late cause they just celebrating life you know some days you feel so good in your own skin but its okay if you want to change the body that you came in cause you look greatest when you feel like a damn queen were all just playing a game in a way trying to win that life most girls are smart and strong and beautiful most girls work hard go far we are unstoppable most girls our fight to make every day no two are the same i wanna be like i wanna be like most girls i wanna be like i wanna be like most girls i wanna be like i wanna be like i wanna be like i wanna be like i wanna be like i wanna be like some girls like to keep their physique real private some girls wear jeans so tight cause it feels so right yeah some girls every day searching keep the blades turning sleepin in late cause theyre just celebrating life you know some days you feel so good in your own skin but its okay if you want to change the body that you came in cause you look greatest when you feel like a damn queen were all just playing a game in a way trying to win that life most girls are smart and strong and beautiful most girls work hard go far we are unstoppable most girls our fight to make every day no two are the same i wanna be like i wanna be like most girls i wanna be like i wanna be like most girls i wanna be like i wanna be like i wanna be like i wanna be like i wanna be like i wanna be like most girls yeah most girls wanna be wanna be wanna be most girls our fight to make every day no two are the same i wanna be like i wanna be like most girls i wanna be like i wanna be like most girls i wanna be like i wanna be like i wanna be like i wanna be like i wanna be like nan,8.456521739130435,1.861244019138756, most girls wanna be wanna be wanna be most girls our fight to make every day no two are the same i wanna be like i wanna be like most girls i wanna be like i wanna be like most girls i wanna be like i wanna be like i wanna be like i wanna be like,6.444444444444445,2.5119099177132957
326,407,407.mp3,Eyes Closed,Halsey,Eyes Closed,31.1,02:31,03:00, i i know where to lay i know what to say its all the same and i i know how to play i know this game its all the same nan now if i keep my eyes closed he looks just like you but hell never stay they never do now if i keep my eyes closed he feels just like you but youve been replaced im face to face with someone new nan wouldve gave it all for you cared for you so tell me where i went wrong wouldve gave it all for you cared for you my lover my liar wouldve trade it all for you there for you so tell me how to move on wouldve trade it all for you cared for you my lover my liar nan now if i keep my eyes closed he looks just like you but hell never stay they never do now if i keep my eyes closed he feels just like you but youve been replaced im face to face with someone new nan they dont realise that im thinking about you its nothing new its nothing new nan now if i keep my eyes closed he looks just like you but hell never stay they never do now if i keep my eyes closed he feels just like you but youve been replaced im face to face with someone new nan,6.351351351351352,1.2566844919786095, now if i keep my eyes closed he looks just like you,13.0,0.4180064308681672
327,408,408.mp3,Not Afraid Anymore,Halsey,Not Afraid Anymore,31.1,02:52,03:21, i am not afraid anymore standing in the eye of the storm ready to face this dying to taste this sick sweet warmth i am not afraid anymore i want what you got in store im ready to feed now get in your seat now and touch me like you never and push me like you never and touch me like you never cause i am not afraid i am not afraid anymore no no no nan no no no nan no no no nan no no no nan no no no nan i am not ashamed anymore i want something so impure you better impress now watching my dress now fall to the floor crawling underneath my skin sweet talk better hit the sin begging you to take me devil underneath your grin sweet thing bet you play to win heaven gonna hate me and touch me like you never and push me like you never and touch me like you never cause i am not afraid i am not afraid anymore no no no crawling underneath my skin sweet talk better hit the sin begging you to take me devil underneath your grin sweet thing bet you play to win heaven gonna hate me and touch me like you never and push me like you never and touch me like you never cause i am not afraid i am not afraid anymore no no no nan,5.975,1.1273584905660377, and touch me like you never and push me like you never and touch me like you never cause i am not afraid i am not afraid anymore no no no nan,5.5,1.0610932475884245
328,409,409.mp3,Not Afraid Anymore,Halsey,Not Afraid Anymore,31.1,02:52,03:21,,0.0,0.0,,0.0,0.0
329,410,410.mp3,Now Or Never,Halsey,Now Or Never,54.17,02:37,03:29, nan i dont wanna fight right now nan know you always right now nan now i know i need you around with me nan but nobody will be around with me nan been through the ups yeah the ups and the downs with me nan got a whole lot of love but you dont wanna spread it round with me nan never pick up never call me nan you know we are running outta time nan never pick up when you own me nan now i gotta draw a line nan baby ive been done enough talking nan need to know that youre mine nan baby weve done enough talking gotta be right now right now baby gon love me now now now now now now nan now or never nan i want you to hold me down down down down down down nan down forever nan said you dont wanna keep you around nan round forever nan i want you to love me now now now now now now nan now or never nan im turnin off the light right now nan im callin it a night nan now wishin you were round with me nan but you in a different town than me nan weve been through it all nan but you could never spit it out for me nan tryin to talk to a wall but you could never tear it down for me nan never pick up never call me nan you know we are running outta time nan never pick up when you own me nan now i gotta draw a line nan baby ive been done enough talking nan need to know that youre mine nan baby weve done enough talking gotta be right now right now baby gon love me now now now nan now now now nan now or never nan i want you to hold me down down down down down down nan down forever nan said you dont wanna keep you around nan round forever nan i want you to love me now now now now now now nan now or never nan hmm nan oh yeah nan draw the line up nan dont take no more time up nan make your mind up nan i need you to make your mind up nan draw the line up nan dont take no more time up nan baby you gotta decide something let me know nan baby gon love me now now now now now now nan now or never nan i want you to hold me down down down down down down nan down forever nan said you dont wanna keep you around nan round forever nan i want you to love me now now now now now now nan now or never,3.462686567164179,2.158139534883721, draw the line up,5.0,0.0923020121838656
330,411,411.mp3,Every Breath You Take (The Voice Performance),Hannah Huston,The Complete Season 10 Collection (The Voice Performance),44.14,02:13,02:55,,0.0,0.0,,0.0,0.0
331,412,412.mp3,I Call the Shots (The Voice Performance),Hannah Huston,The Complete Season 10 Collection (The Voice Performance),27.1,02:10,02:35,,0.0,0.0,,0.0,0.0
332,413,413.mp3,Sign of the Times,Harry Styles,Sign of the Times,34.12,03:45,04:17, just stop your crying its a sign of the times welcome to the final show hope youre wearing your best clothes you cant bribe the door on your way to the sky you look pretty good down here but you aint really good we never learn we been here before why are we always stuck and running from the bullets the bullets we never learn we been here before why are we always stuck and running from the bullets the bullets just stop your crying its a sign of the times we gotta get away from here we gotta get away from here just stop your crying it will be alright they told me that the end is near we gotta get away from here just stop crying have the time of your life breaking through the atmosphere and things are pretty good from here remember everything will be alright we can meet again somewhere somewhere far away from here we never learn we been here before why are we always stuck and running from the bullets the bullets we never learn we been here before why are we always stuck and running from the bullets the bullets just stop your crying its a sign of the times we gotta get away from here we gotta get away from here just stop your crying baby it will be alright they told me that the end is near we gotta get away from here we never learn we been here before why are we always stuck and running from the bullets the bullets we never learn we been here before why are we always stuck and running from the bullets the bullets we dont talk enough we should open up before its all too much will we ever learn weve been here before its just what we know stop your crying baby its a sign of the times we gotta get away we got to get away we got to get away we got to get away we got to get away we got to we got to we got to we got to we got to we got to nan,5.084507042253521,1.0972644376899696, we never learn we been here before why are we always stuck and running from the bullets the bullets we dont talk enough we should open up before its all too much will we ever learn weve been here before,4.555555555555555,1.201641266119578
333,414,414.mp3,Sweet Creature,Harry Styles,Harry Styles,37.13,02:55,03:30, sweet creature had another talk about where its going wrong but were still young we dont know where were going but we know where we belong no we started two hearts in one home its hard when we argue were both stubborn i know but oh sweet creature sweet creature wherever i go you bring me home sweet creature sweet creature when i run out of road you bring me home nan sweet creature were running through the garden where nothing bothered us but were still young i always think about you and how we dont speak enough no we started two hearts in one home i know its hard when we argue were both stubborn i know but oh sweet creature sweet creature wherever i go you bring me home sweet creature sweet creature when i run out of rope you bring me home nan i know when we started just two hearts in one home it gets harder when we argue were both stubborn i know but oh sweet creature sweet creature wherever i go you bring me home sweet creature sweet creature when i run out of rope you bring me home youll bring me home nan,4.902439024390244,0.9136363636363637, sweet creature sweet creature wherever i go you bring me home sweet creature sweet creature when i run out of rope you bring me home youll bring me home nan,5.166666666666667,0.8349043899811472
334,415,415.mp3,Guys My Age(Stripped),Hey Violet,Guys My Age (Stripped),32.1,02:37,03:07, i havent seen my ex since we broke up probably cause he didnt want to grow up now im out and wearing something lowcut bout to get attention from a grown up cause you hold me like a woman in a way ive never felt before and it makes me wanna hold on and it makes me wanna be all yours guys my age dont know how to treat me dont know how to treat me dont know how to treat me guys my age dont know how to touch me dont know how to love me good guys my age dont know how to keep me dont know how to keep me dont know how to keep me guys my age dont know how to touch me dont know how to love me good all he ever wanted was to go down what we supposed to do with all his friends around yeah smoking weed hed never wanna leave the house got an empty cushion on that sofa now told him good luck with the next one maybe shell be just as immature gotta thank him hes the reason that i know now what im looking for guys my age dont know how to treat me dont know how to treat me dont know how to treat me guys my age dont know how to touch me dont know how to love me good guys my age dont know how to keep me dont know how to keep me dont know how to keep me guys my age dont know how to touch me dont know how to love me good so im never going back no im never going back guys my age dont know how to treat me dont know how to please me dont know how to read me guys my age dont know how to touch me dont know how to love me good guys my age dont know how to tease me dont know how to leave me dont know how to need me guys my age dont know how to touch me dont know how to love me good so im never going back dont know dont know dont know no im never going back dont know how to touch me dont know how to love me good so im never going back no im never going back,7.2,1.8857142857142857, dont know how to love me good guys my age dont know how to tease me dont know how to leave me dont know how to need me guys my age dont know how to touch me dont know how to love me good so im never going back dont know dont know dont know no im never going back dont know how to touch me dont know how to love me good,6.7272727272727275,2.305295950155763
335,417,417.mp3,Make You Mine,High Valley,Make You Mine,22.1,02:10,02:30,,0.0,0.0,,0.0,0.0
336,418,418.mp3,13 What a Beautiful Name (Acoustic),Hillsong Worship,Let There Be Light (Deluxe),44.14,03:20,04:02, you were the word at the beginning one with god the lord most high your hidden glory in creation now revealed in you our christ what a beautiful name it is what a beautiful name it is the name of jesus christ my king what a beautiful name it is nothing compares to this what a beautiful name it is the name of jesus you didnt want heaven without us so jesus you brought heaven down my sin was great your love was greater what could separate us now what a wonderful name it is what a wonderful name it is the name of jesus christ my king what a wonderful name it is nothing compares to this what a wonderful name it is the name of jesus death could not hold you the veil tore before you you silence the boast of sin and grave the heavens are roaring the praise of your glory for you are raised to life again you have no rival you have no equal now and forever god you reign yours is the kingdom yours is the glory yours is the name above all names what a powerful name it is what a powerful name it is the name of jesus christ my king what a powerful name it is nothing can stand against what a powerful name it is the name of jesus what a powerful name it is the name of jesus what a powerful name it is the name of jesus,5.837209302325581,1.0772532188841202, the name of jesus christ my king,8.0,0.1812415043044857
337,419,419.mp3,Higher Love,Hunter Plake,Higher Love (The Voice Performance),30.11,02:50,03:18,,0.0,0.0,,0.0,0.0
338,420,420.mp3,Mo Bounce,Iggy Azalea,Mo Bounce,47.15,02:55,03:40, mo bounce bounce bounce bounce bounce bounce bounce bounce in the mother****in house mo bounce in the mother****in house bounce bbounce bounce mo bounce mo bounce bounce bounce bounce in the mother****in house mo bounce in the mother****in house bounce bounce bounce bounce bounce bounce bounce bounce in the mother****in house mo bounce in the mother****in house bounce bounce bounce bounce bounce bounce bounce bounce in the mother****in house bounce mo bounce in the mother****in house bounce like a mother****in 64 sick flow slick talk spittin that crisco drop that shit like a cholo at the dub show can you hit the switch and pick it up and let the world know homie if youre broke oh no you dont deserve hoes all these fake boulders only gettin on my nerves though i just cracked a 40 now im sippin out the straw slow little bit of ratchet little boujee you should all know everybody got opinions yeah like assholes you aint gotta worry bout those cause they assholes we just came to party party party what you came for mmake the neighborhood bounce to this when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house bounce bounce bounce bounce bounce bounce bounce to the red light bounce bounce bounce bounce bounce bounce bounce make your headlight bounce bbounce bounce bbounce bounce bbounce bounce like a lowlow bbounce bounce bbounce throw it up bounce at the pole pole bounce that ass bounce that ass yeah bounce it puff the lah or get high off the contact call the law we gon make sure we come back fallin off we aint ever been about that hundred spokes spinnin on a chrome rim i got a feelin that tonight we gon be goin in im with a few bad bitches and some grown men with the ice so cold i feel like im snowden i feel like im rollin but the whole place geeked up gettin hot in here down to my wife beater but you aint gotta worry we aint dangerous we came up mmake the neighborhood bounce to this when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house bounce bounce bounce bounce bounce bounce bounce to the red light bounce bounce bounce bounce bounce bounce bounce make your headlight bounce bbounce bounce bbounce bounce bbounce bounce like a lowlow bounce bbounce bounce bbounce throw it up bounce at the pole pole mo mmmo bounce blazin up back bumpin backyard bumpin the block get loud mo mmmmo bounce backyard backyard bbumpin backyard bumpin the block get loud when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house when that shit goes down the block get loud in your backyard bumpin while were blazin out make it bounce in the mother****in house mo bounce in the mother****in house bounce bounce bounce bounce bounce bounce bounce to the red light bounce bounce bounce bounce bounce bounce bounce make your headlight bounce bbounce bounce bbounce bounce bbounce bounce like a lowlow bbounce bounce bbounce throw it up bounce nan,6.6,2.75, backyard backyard bbumpin,4.0,0.08483563096500531
339,421,421.mp3,Team(Young Bombs Remix),Iggy Azalea,Team (Young Bombs Remix),57.18,03:25,04:20, iggz look turn me up break the knob right i get dressed like its prom night i feed them lemons in the limelight they say im full lost my appetite hell nah keep on pushing like a dealer hell nah keep on shooting reggie miller hell nah go and give em all the finger you gotta set the score right call it hans zimmer my time wherever i gooo i took a chance like im from chicagooo 100 in that murcielagooo bout to go ape hey turn it to the congooo baby i got me baby i got me and thats all i need yeah thats all i need baby i got me only friend i need playing on my team is someone like me baby no way watch me while i do my thing oh baby no way are you ******* with the team outchea pronto hit em with the dose thats a combo running through ya block no fumble bout to kill em all where the shovel see i gotta go for mine benjajammin  that money on my mind jamaican club im stayin on the grind dutty wine dont step on this land mine ven aqui andele you tryna take flight do what i say 100 vogues on the highway watch a new car dash call me kylie baby i got me baby i got me and thats all i need yeah thats all i need baby i got me only friend i need playing on my team is someone like me baby no way watch me while i do my thing oh baby no way are you ******* with the team are you workin with some cash here cash here 100000 on the dash yeah dash yeah all my ladies shake it fast yeah fast yeah now vogue on that ass yup yeah we in here are you workin with some cash here cash here 100000 on the dash yeah dash yeah all my ladies shake it fast yeah fast yeah now vogue on that ass yup yeah we in here baby i got me baby i got me and thats all i need yeah thats all i need baby i got me only friend i need playing on my team is someone like me baby no way watch me while i do my thing oh baby no way are you ******* with the team team team team team are you ******* with the team are you ******* with the team are you ******* with the team,5.626666666666667,1.9812206572769953, are you ******* with the team,7.0,0.12242042672263029
340,423,423.mp3,Believer,Imagine Dragons,Evolve,31.1,02:50,03:19,,0.0,0.0,,0.0,0.0
